Employee_ID,Gender,Age,Department,Role_Level,Location,Education,Hire_Date,Offer_Acceptance_Date,Source_of_Hire,Expected_Salary,Offered_Salary,Manager_Experience_Years,Work_Mode,Laptop_Day1,Buddy_Assigned,Training_Hours_First_Month,Role_Clarity_Score,Onboarding_Satisfaction_Score,Manager_First_Meeting_Days,First_Project_Assigned_Days,Employment_Status,Tenure_Months,Early_Attrition,Exit_Reason_Category,Exit_Reason_Detail,Column1
EMP0722,Female,39,Sales,Entry,Delhi,Graduate,23-02-2024,13-02-2024,Campus,360666,347811,11,Onsite,No,No,14,3,4,7,33,Resigned,3,Yes,Manager Issues,Micromanagement,
EMP0723,Male,31,Finance,Mid,Hyderabad,Graduate,01-01-2024,21-12-2023,Agency,862152,825889,5,Remote,Yes,Yes,7,3,2,8,9,Resigned,11,No,Manager Issues,Micromanagement,
EMP0724,Male,26,Finance,Entry,Delhi,Postgraduate,10-02-2024,12-01-2024,Job Portal,652643,604212,10,Onsite,No,No,37,5,5,9,42,Active,20,No,NA,NA,
EMP0725,Male,38,HR,Mid,Delhi,Postgraduate,02-10-2022,15-09-2022,Referral,618153,614761,1,Onsite,Yes,Yes,34,1,1,9,34,Active,10,No,NA,NA,
EMP0726,Male,40,Finance,Senior,Bangalore,Graduate,25-05-2022,02-05-2022,Campus,551128,588266,5,Onsite,No,Yes,37,3,4,3,18,Active,33,No,NA,NA,
EMP0727,Female,40,IT,Senior,Pune,Postgraduate,12-01-2022,03-01-2022,Agency,404725,356819,9,Remote,Yes,No,15,5,5,6,15,Resigned,10,No,Compensation,Better Offer,
EMP0728,Male,32,Sales,Senior,Pune,Graduate,07-09-2022,18-08-2022,Job Portal,634807,589239,14,Remote,No,No,40,5,3,2,27,Active,13,No,NA,NA,
EMP0729,Female,40,Sales,Entry,Hyderabad,Graduate,23-04-2024,31-03-2024,Campus,861978,854010,14,Remote,No,Yes,17,2,1,0,19,Resigned,14,No,Role Mismatch,No Role Clarity,
EMP0730,Male,40,HR,Mid,Pune,Graduate,27-01-2022,07-01-2022,Campus,372445,327511,14,Hybrid,Yes,No,38,4,1,1,18,Resigned,18,No,Work Culture,Toxic Culture,
EMP0731,Female,37,HR,Mid,Hyderabad,Graduate,19-03-2024,09-03-2024,Agency,581497,556718,2,Remote,No,No,9,3,5,2,5,Resigned,9,No,Manager Issues,Poor Manager Behavior,
EMP0732,Male,34,HR,Entry,Pune,Graduate,10-04-2023,03-04-2023,Campus,669002,718669,11,Onsite,No,Yes,7,1,2,4,27,Active,14,No,NA,NA,
EMP0733,Female,22,Finance,Mid,Pune,Postgraduate,28-02-2022,07-02-2022,Campus,809660,764522,6,Hybrid,Yes,No,23,1,2,3,43,Active,31,No,NA,NA,
EMP0734,Male,36,Operations,Entry,Hyderabad,Graduate,11-04-2024,18-03-2024,Campus,582185,562339,14,Remote,Yes,No,21,3,3,5,37,Active,31,No,NA,NA,
EMP0735,Female,40,IT,Entry,Mumbai,Graduate,05-01-2024,09-12-2023,Job Portal,384895,373698,9,Remote,Yes,No,5,2,4,8,32,Active,18,No,NA,NA,
EMP0736,Male,28,Finance,Entry,Hyderabad,Postgraduate,25-01-2023,02-01-2023,Campus,858934,859635,3,Hybrid,No,Yes,11,1,5,5,22,Active,20,No,NA,NA,
EMP0737,Male,24,Operations,Entry,Delhi,Graduate,20-03-2022,21-02-2022,Referral,394605,441697,1,Remote,Yes,Yes,19,3,4,5,37,Active,12,No,NA,NA,
EMP0738,Female,27,Sales,Entry,Mumbai,Graduate,14-04-2022,29-03-2022,Agency,706551,740118,13,Remote,No,Yes,14,2,5,0,6,Active,36,No,NA,NA,
EMP0739,Female,30,Sales,Entry,Bangalore,Postgraduate,19-01-2023,13-01-2023,Referral,516590,505223,2,Hybrid,Yes,Yes,24,3,3,8,42,Active,15,No,NA,NA,
EMP0740,Female,26,HR,Entry,Mumbai,Postgraduate,20-08-2023,08-08-2023,Campus,566967,615942,14,Hybrid,No,No,36,5,2,3,28,Active,34,No,NA,NA,
EMP0741,Male,34,HR,Entry,Bangalore,Graduate,15-03-2024,22-02-2024,Campus,776629,731468,11,Hybrid,No,No,37,5,1,5,39,Active,30,No,NA,NA,
EMP0742,Female,36,Finance,Senior,Mumbai,Postgraduate,20-03-2024,08-03-2024,Referral,575995,565358,12,Remote,Yes,Yes,16,4,3,3,39,Active,22,No,NA,NA,
EMP0743,Female,25,Finance,Entry,Pune,Graduate,19-01-2024,07-01-2024,Agency,624268,622383,13,Hybrid,No,No,8,3,2,8,11,Active,9,No,NA,NA,
EMP0744,Male,33,IT,Senior,Pune,Postgraduate,11-03-2022,18-02-2022,Referral,688471,661046,4,Hybrid,No,Yes,14,2,4,8,15,Active,29,No,NA,NA,
EMP0745,Male,27,Finance,Entry,Hyderabad,Postgraduate,04-09-2023,08-08-2023,Agency,686032,659157,10,Remote,Yes,No,20,2,4,2,26,Resigned,17,No,Personal,Higher Studies,
EMP0746,Male,38,IT,Senior,Mumbai,Postgraduate,13-05-2022,19-04-2022,Agency,795112,829690,12,Hybrid,Yes,No,11,3,2,10,15,Active,29,No,NA,NA,
EMP0747,Female,35,IT,Entry,Delhi,Graduate,27-08-2023,02-08-2023,Agency,561443,590282,6,Hybrid,Yes,Yes,5,2,1,7,11,Active,34,No,NA,NA,
EMP0748,Female,37,Finance,Entry,Mumbai,Graduate,04-11-2022,05-10-2022,Job Portal,498110,456663,3,Remote,Yes,Yes,19,4,3,3,16,Active,15,No,NA,NA,
EMP0749,Female,29,HR,Entry,Delhi,Postgraduate,03-11-2022,24-10-2022,Campus,494405,452992,7,Hybrid,No,No,34,3,3,8,24,Active,30,No,NA,NA,
EMP0750,Male,24,Sales,Entry,Pune,Graduate,06-05-2022,30-04-2022,Campus,627498,633138,1,Hybrid,Yes,Yes,18,3,2,3,5,Active,25,No,NA,NA,
EMP0751,Male,39,Sales,Senior,Bangalore,Postgraduate,05-10-2023,24-09-2023,Job Portal,846634,863776,4,Remote,Yes,Yes,35,3,5,1,27,Resigned,16,No,Role Mismatch,Job Different From Discussion,
EMP0752,Female,35,HR,Senior,Mumbai,Graduate,28-02-2024,11-02-2024,Agency,462811,480556,1,Hybrid,Yes,No,10,4,1,6,42,Active,16,No,NA,NA,
EMP0753,Female,38,HR,Mid,Mumbai,Postgraduate,24-07-2023,30-06-2023,Job Portal,727801,774657,1,Remote,Yes,No,30,5,1,5,38,Active,25,No,NA,NA,
EMP0754,Male,30,IT,Senior,Hyderabad,Graduate,01-03-2024,04-02-2024,Campus,591331,570105,1,Hybrid,No,Yes,16,3,3,8,14,Active,13,No,NA,NA,
EMP0755,Female,27,Operations,Entry,Hyderabad,Graduate,01-01-2022,23-12-2021,Referral,842027,828051,10,Onsite,Yes,Yes,20,4,5,10,10,Resigned,6,Yes,Role Mismatch,Job Different From Discussion,
EMP0756,Male,33,IT,Mid,Pune,Postgraduate,14-06-2023,21-05-2023,Referral,732811,717004,12,Remote,No,Yes,10,3,3,10,24,Active,11,No,NA,NA,
EMP0757,Female,33,HR,Entry,Mumbai,Graduate,04-02-2023,18-01-2023,Job Portal,881642,918596,13,Hybrid,No,No,5,3,2,3,45,Active,11,No,NA,NA,
EMP0758,Male,27,Sales,Mid,Hyderabad,Graduate,23-11-2022,13-11-2022,Campus,569804,536819,11,Onsite,No,No,21,2,4,4,21,Active,33,No,NA,NA,
EMP0759,Female,40,HR,Mid,Mumbai,Graduate,05-01-2023,25-12-2022,Agency,873851,867453,5,Onsite,No,Yes,24,5,5,5,14,Active,29,No,NA,NA,
EMP0760,Female,22,IT,Senior,Bangalore,Graduate,26-03-2024,01-03-2024,Campus,753908,749809,1,Onsite,No,No,29,3,4,2,11,Active,35,No,NA,NA,
EMP0761,Male,23,Operations,Mid,Pune,Postgraduate,02-03-2022,01-02-2022,Job Portal,843558,835326,7,Hybrid,Yes,No,13,5,1,5,16,Resigned,16,No,Role Mismatch,Job Different From Discussion,
EMP0762,Female,25,Sales,Entry,Bangalore,Graduate,03-10-2022,03-09-2022,Job Portal,850661,849687,4,Remote,No,Yes,28,2,3,5,24,Active,7,No,NA,NA,
EMP0763,Male,26,IT,Entry,Mumbai,Graduate,08-12-2022,23-11-2022,Referral,794405,745102,12,Remote,No,Yes,22,5,4,0,27,Resigned,9,No,Work Culture,Team Conflict,
EMP0764,Female,28,Finance,Mid,Pune,Postgraduate,19-06-2022,01-06-2022,Campus,543765,530242,9,Onsite,Yes,Yes,9,4,2,5,23,Active,25,No,NA,NA,
EMP0765,Male,25,HR,Entry,Pune,Graduate,22-08-2022,06-08-2022,Job Portal,498761,453374,9,Onsite,No,No,26,4,2,9,16,Resigned,8,No,Career Growth,No Growth Opportunity,
EMP0766,Female,28,Sales,Mid,Hyderabad,Graduate,15-09-2023,19-08-2023,Agency,667745,680982,14,Onsite,No,No,17,1,5,2,23,Active,34,No,NA,NA,
EMP0767,Male,31,Sales,Entry,Pune,Postgraduate,30-09-2023,02-09-2023,Job Portal,450840,473713,4,Remote,Yes,Yes,6,4,5,4,39,Active,19,No,NA,NA,
EMP0768,Male,33,IT,Entry,Bangalore,Postgraduate,31-05-2022,11-05-2022,Job Portal,673748,713239,6,Hybrid,No,Yes,15,2,5,3,31,Active,27,No,NA,NA,
EMP0769,Male,25,Sales,Entry,Mumbai,Postgraduate,07-12-2022,10-11-2022,Campus,702219,683463,10,Hybrid,Yes,Yes,32,2,5,0,37,Active,19,No,NA,NA,
EMP0770,Female,38,IT,Mid,Pune,Graduate,30-07-2023,30-06-2023,Agency,356280,368909,7,Remote,No,No,34,4,5,7,9,Active,12,No,NA,NA,
EMP0771,Female,29,Finance,Senior,Delhi,Postgraduate,04-04-2024,22-03-2024,Referral,736384,697628,8,Onsite,Yes,Yes,16,3,4,2,14,Resigned,15,No,Career Growth,No Growth Opportunity,
EMP0772,Female,40,HR,Mid,Bangalore,Graduate,04-01-2022,15-12-2021,Agency,709950,667656,13,Onsite,Yes,Yes,8,1,5,7,21,Active,13,No,NA,NA,
EMP0773,Male,28,Operations,Mid,Mumbai,Graduate,17-11-2022,02-11-2022,Agency,889400,863023,6,Remote,No,Yes,23,4,4,6,37,Resigned,6,Yes,Role Mismatch,Job Different From Discussion,
EMP0774,Male,30,Sales,Senior,Hyderabad,Graduate,22-02-2022,30-01-2022,Referral,401348,359351,13,Remote,No,Yes,29,5,3,9,9,Active,9,No,NA,NA,
EMP0775,Male,35,Operations,Entry,Mumbai,Graduate,16-12-2023,28-11-2023,Agency,573409,566156,8,Hybrid,Yes,No,19,5,3,3,36,Active,20,No,NA,NA,
EMP0776,Male,36,HR,Entry,Pune,Graduate,09-12-2022,13-11-2022,Campus,403458,357540,14,Onsite,No,Yes,6,1,3,6,26,Resigned,20,No,Role Mismatch,Job Different From Discussion,
EMP0777,Male,40,HR,Entry,Mumbai,Graduate,26-01-2022,31-12-2021,Referral,618394,649438,10,Remote,Yes,No,19,3,1,1,29,Resigned,2,Yes,Career Growth,No Growth Opportunity,
EMP0778,Male,34,IT,Senior,Pune,Graduate,26-01-2024,15-01-2024,Job Portal,886483,902835,4,Hybrid,Yes,Yes,28,2,3,6,5,Active,24,No,NA,NA,
EMP0779,Female,38,HR,Entry,Hyderabad,Graduate,22-11-2022,11-11-2022,Agency,518447,487462,13,Hybrid,No,Yes,24,4,4,9,43,Active,22,No,NA,NA,
EMP0780,Male,23,Sales,Senior,Bangalore,Postgraduate,22-03-2022,23-02-2022,Campus,724061,759130,7,Onsite,No,No,11,5,3,1,33,Active,32,No,NA,NA,
EMP0781,Female,30,Operations,Senior,Pune,Graduate,02-10-2022,12-09-2022,Job Portal,866068,880985,11,Hybrid,Yes,No,12,4,1,5,30,Active,14,No,NA,NA,
EMP0782,Male,29,Operations,Entry,Mumbai,Postgraduate,21-03-2023,14-03-2023,Job Portal,789704,756908,6,Hybrid,Yes,No,40,4,4,6,36,Active,16,No,NA,NA,
EMP0783,Male,25,Sales,Senior,Delhi,Graduate,04-09-2023,30-08-2023,Campus,647741,682013,4,Remote,No,Yes,18,3,2,4,19,Resigned,11,No,Personal,Higher Studies,
EMP0784,Female,22,Finance,Senior,Bangalore,Postgraduate,21-11-2023,14-11-2023,Referral,484871,533494,3,Remote,No,Yes,14,5,1,5,11,Active,22,No,NA,NA,
EMP0785,Female,33,Sales,Senior,Bangalore,Graduate,16-10-2023,22-09-2023,Campus,700813,722969,15,Onsite,Yes,Yes,18,2,1,9,28,Resigned,12,No,Compensation,Better Offer,
EMP0786,Female,38,Sales,Entry,Hyderabad,Graduate,06-08-2022,20-07-2022,Job Portal,358913,310184,5,Remote,Yes,No,29,2,1,4,24,Active,24,No,NA,NA,
EMP0787,Male,35,Operations,Senior,Hyderabad,Graduate,22-05-2024,09-05-2024,Referral,727726,687789,13,Remote,Yes,Yes,39,3,2,3,43,Active,6,No,NA,NA,
EMP0788,Female,32,Sales,Entry,Bangalore,Graduate,07-06-2024,11-05-2024,Agency,425722,380187,11,Remote,No,Yes,32,3,5,8,29,Active,18,No,NA,NA,
EMP0789,Male,26,IT,Entry,Hyderabad,Graduate,26-10-2022,27-09-2022,Job Portal,491499,444282,5,Remote,Yes,Yes,7,5,4,4,44,Active,26,No,NA,NA,
EMP0790,Female,39,HR,Entry,Bangalore,Graduate,27-05-2023,19-05-2023,Agency,674932,625943,14,Remote,No,Yes,19,5,2,2,13,Active,22,No,NA,NA,
EMP0791,Female,25,HR,Mid,Bangalore,Postgraduate,20-10-2022,13-10-2022,Agency,631590,659844,14,Remote,Yes,Yes,25,3,5,5,41,Resigned,13,No,Manager Issues,Poor Manager Behavior,
EMP0792,Female,25,Finance,Senior,Pune,Graduate,23-06-2023,08-06-2023,Referral,884984,835479,1,Hybrid,No,Yes,11,4,3,2,13,Active,23,No,NA,NA,
EMP0793,Male,35,IT,Mid,Hyderabad,Graduate,30-01-2024,10-01-2024,Agency,784889,744350,1,Onsite,No,Yes,12,4,1,10,13,Active,15,No,NA,NA,
EMP0794,Male,38,Finance,Senior,Mumbai,Postgraduate,13-11-2023,06-11-2023,Campus,656774,689148,7,Remote,No,No,30,1,5,7,5,Active,9,No,NA,NA,
EMP0795,Female,26,HR,Senior,Bangalore,Postgraduate,28-12-2023,15-12-2023,Referral,713745,728445,3,Hybrid,Yes,Yes,38,1,2,3,26,Resigned,17,No,Manager Issues,Poor Manager Behavior,
EMP0796,Male,28,Operations,Entry,Hyderabad,Graduate,20-06-2022,29-05-2022,Referral,451308,420415,2,Onsite,Yes,No,35,3,1,8,28,Active,23,No,NA,NA,
EMP0797,Female,31,IT,Entry,Hyderabad,Graduate,15-07-2023,17-06-2023,Campus,464943,442808,7,Remote,Yes,No,11,5,4,4,30,Active,33,No,NA,NA,
EMP0798,Male,30,Finance,Mid,Hyderabad,Postgraduate,02-03-2022,25-02-2022,Referral,373102,354108,11,Hybrid,No,Yes,20,5,1,4,25,Active,36,No,NA,NA,
EMP0799,Female,23,Sales,Senior,Hyderabad,Postgraduate,05-01-2023,18-12-2022,Campus,352393,365968,10,Remote,No,Yes,35,3,2,2,11,Active,36,No,NA,NA,
EMP0800,Female,26,Operations,Entry,Bangalore,Postgraduate,28-08-2023,05-08-2023,Job Portal,689289,728402,7,Remote,Yes,Yes,29,2,4,0,35,Active,25,No,NA,NA,
EMP0801,Female,37,HR,Senior,Delhi,Postgraduate,14-11-2023,26-10-2023,Referral,414952,423004,2,Onsite,No,Yes,24,5,1,4,21,Active,7,No,NA,NA,
EMP0802,Female,40,Finance,Senior,Pune,Graduate,03-06-2022,29-05-2022,Job Portal,843403,795739,14,Onsite,Yes,No,13,1,5,8,33,Resigned,12,No,Role Mismatch,No Role Clarity,
EMP0803,Female,28,Finance,Entry,Bangalore,Graduate,08-10-2022,16-09-2022,Referral,753846,782880,9,Remote,No,No,31,4,4,10,16,Active,25,No,NA,NA,
EMP0804,Female,27,HR,Entry,Mumbai,Postgraduate,11-03-2022,26-02-2022,Referral,597213,554748,5,Onsite,Yes,Yes,6,3,5,10,30,Active,9,No,NA,NA,
EMP0805,Female,26,Sales,Mid,Hyderabad,Postgraduate,21-03-2022,15-03-2022,Campus,667355,669101,12,Remote,Yes,No,13,2,4,9,11,Active,16,No,NA,NA,
EMP0806,Male,24,HR,Mid,Mumbai,Postgraduate,31-08-2023,06-08-2023,Referral,810415,828451,5,Hybrid,No,No,12,2,3,7,10,Active,26,No,NA,NA,
EMP0807,Female,33,Operations,Senior,Hyderabad,Graduate,31-01-2023,10-01-2023,Campus,773403,749676,5,Onsite,No,No,38,5,4,1,38,Active,7,No,NA,NA,
EMP0808,Male,36,Finance,Entry,Bangalore,Postgraduate,01-03-2022,11-02-2022,Agency,872983,917932,3,Hybrid,Yes,Yes,17,2,4,2,38,Active,28,No,NA,NA,
EMP0809,Male,24,HR,Senior,Pune,Postgraduate,30-04-2024,09-04-2024,Job Portal,733969,767716,15,Remote,Yes,No,32,1,2,8,7,Active,33,No,NA,NA,
EMP0810,Male,27,Finance,Senior,Pune,Graduate,08-02-2024,24-01-2024,Referral,840532,867072,9,Hybrid,Yes,No,32,1,5,0,16,Resigned,3,Yes,Compensation,Salary Mismatch,
EMP0811,Male,32,HR,Senior,Bangalore,Graduate,28-06-2023,29-05-2023,Referral,391720,378166,14,Hybrid,Yes,Yes,9,5,2,6,36,Active,24,No,NA,NA,
EMP0812,Male,30,Operations,Senior,Pune,Postgraduate,12-01-2023,20-12-2022,Job Portal,428431,409195,14,Remote,No,No,9,3,3,7,31,Active,20,No,NA,NA,
EMP0813,Female,23,Operations,Mid,Pune,Postgraduate,28-04-2022,02-04-2022,Referral,728268,763270,5,Remote,Yes,Yes,10,4,5,0,30,Resigned,4,Yes,Manager Issues,Lack of Feedback,
EMP0814,Male,26,Finance,Mid,Bangalore,Graduate,27-11-2022,11-11-2022,Referral,712054,749316,7,Remote,Yes,Yes,36,2,2,6,18,Active,30,No,NA,NA,
EMP0815,Male,29,Sales,Mid,Delhi,Graduate,05-01-2022,23-12-2021,Job Portal,369132,418745,4,Remote,Yes,Yes,13,5,1,8,19,Active,16,No,NA,NA,
EMP0816,Female,28,IT,Senior,Mumbai,Postgraduate,06-07-2023,22-06-2023,Referral,598708,622689,3,Hybrid,Yes,Yes,8,2,4,10,40,Active,16,No,NA,NA,
EMP0817,Female,27,HR,Senior,Bangalore,Postgraduate,23-12-2023,16-12-2023,Agency,552384,515531,4,Onsite,No,No,37,5,1,3,19,Active,7,No,NA,NA,
EMP0818,Female,22,Operations,Mid,Mumbai,Postgraduate,12-12-2022,21-11-2022,Job Portal,626763,657502,9,Onsite,No,Yes,17,3,3,4,33,Active,27,No,NA,NA,
EMP0819,Female,37,Finance,Senior,Delhi,Postgraduate,22-07-2023,08-07-2023,Campus,424935,422408,10,Remote,Yes,No,29,3,2,0,9,Resigned,7,No,Career Growth,Lack of Learning,
EMP0820,Male,34,IT,Senior,Hyderabad,Postgraduate,13-01-2023,23-12-2022,Job Portal,824196,783430,4,Remote,Yes,No,26,2,3,3,35,Active,29,No,NA,NA,
EMP0821,Female,40,HR,Senior,Delhi,Postgraduate,03-10-2022,17-09-2022,Job Portal,633695,586923,13,Remote,Yes,Yes,38,2,2,0,36,Active,12,No,NA,NA,
EMP0822,Female,36,Sales,Senior,Delhi,Graduate,16-08-2022,01-08-2022,Referral,849592,808693,7,Hybrid,Yes,No,36,1,4,7,9,Resigned,15,No,Work Culture,Toxic Culture,
EMP0823,Male,38,IT,Senior,Hyderabad,Postgraduate,09-09-2023,02-09-2023,Agency,825486,806936,7,Remote,Yes,No,30,4,1,7,36,Active,13,No,NA,NA,
EMP0824,Female,29,Operations,Mid,Mumbai,Graduate,24-08-2023,14-08-2023,Campus,701652,681798,10,Onsite,Yes,Yes,10,3,2,8,9,Active,19,No,NA,NA,
EMP0825,Male,40,HR,Mid,Hyderabad,Postgraduate,25-09-2023,01-09-2023,Campus,881934,833271,6,Onsite,No,No,7,4,3,6,25,Active,9,No,NA,NA,
EMP0826,Male,22,IT,Entry,Pune,Postgraduate,10-08-2022,24-07-2022,Campus,893403,887069,6,Hybrid,Yes,Yes,24,3,4,2,22,Active,32,No,NA,NA,
EMP0827,Male,34,HR,Senior,Hyderabad,Graduate,15-09-2022,02-09-2022,Campus,422321,466526,4,Remote,Yes,No,20,3,5,10,22,Active,11,No,NA,NA,
EMP0828,Female,33,HR,Senior,Delhi,Postgraduate,18-03-2023,23-02-2023,Campus,571077,608410,8,Remote,Yes,No,37,4,2,1,26,Active,32,No,NA,NA,
EMP0829,Male,25,HR,Senior,Pune,Postgraduate,28-11-2023,12-11-2023,Referral,496214,508809,2,Hybrid,Yes,No,37,5,3,2,21,Active,18,No,NA,NA,
EMP0830,Female,34,IT,Senior,Hyderabad,Postgraduate,14-06-2024,21-05-2024,Agency,720233,746223,12,Onsite,Yes,No,16,5,1,2,19,Active,10,No,NA,NA,
EMP0831,Female,31,IT,Entry,Mumbai,Graduate,20-03-2024,02-03-2024,Referral,393614,364873,15,Onsite,Yes,Yes,39,2,1,5,6,Resigned,6,Yes,Work Culture,Team Conflict,
EMP0832,Female,26,Sales,Entry,Bangalore,Postgraduate,08-01-2023,12-12-2022,Agency,753332,720943,13,Hybrid,Yes,No,8,1,4,2,37,Active,8,No,NA,NA,
EMP0833,Male,40,Sales,Senior,Mumbai,Postgraduate,18-03-2023,23-02-2023,Job Portal,557176,569296,8,Hybrid,Yes,Yes,12,5,1,3,34,Resigned,23,No,Work Culture,Toxic Culture,
EMP0834,Male,29,IT,Senior,Hyderabad,Graduate,05-01-2024,23-12-2023,Job Portal,366241,345312,9,Remote,Yes,No,37,2,3,5,28,Resigned,17,No,Personal,Relocation,
EMP0835,Male,31,Finance,Entry,Hyderabad,Postgraduate,30-12-2022,04-12-2022,Referral,889473,866233,14,Onsite,No,No,30,2,2,1,6,Active,25,No,NA,NA,
EMP0836,Male,25,HR,Mid,Bangalore,Graduate,02-11-2022,09-10-2022,Agency,467529,497471,1,Onsite,Yes,Yes,10,2,1,9,33,Active,32,No,NA,NA,
EMP0837,Male,31,Operations,Entry,Bangalore,Graduate,31-12-2022,09-12-2022,Agency,704821,701299,7,Hybrid,Yes,No,31,5,5,9,33,Active,34,No,NA,NA,
EMP0838,Male,29,Operations,Mid,Delhi,Graduate,01-11-2023,15-10-2023,Agency,570604,596326,1,Hybrid,Yes,No,37,1,1,8,9,Active,14,No,NA,NA,
EMP0839,Male,32,HR,Mid,Mumbai,Graduate,29-10-2022,11-10-2022,Campus,675492,709579,1,Remote,Yes,Yes,29,1,2,6,22,Active,28,No,NA,NA,
EMP0840,Male,35,Sales,Mid,Hyderabad,Postgraduate,25-05-2023,30-04-2023,Job Portal,859465,904506,11,Remote,Yes,Yes,35,4,1,6,43,Active,13,No,NA,NA,
EMP0841,Female,22,Operations,Mid,Pune,Graduate,27-11-2023,03-11-2023,Job Portal,698654,700887,7,Onsite,No,Yes,34,1,5,6,35,Resigned,17,No,Career Growth,No Growth Opportunity,
EMP0842,Male,36,Finance,Mid,Hyderabad,Graduate,09-12-2023,19-11-2023,Campus,487489,459035,1,Remote,Yes,No,38,5,1,10,5,Active,33,No,NA,NA,
EMP0843,Female,29,IT,Senior,Bangalore,Graduate,22-03-2024,17-03-2024,Referral,862147,873230,15,Remote,Yes,Yes,9,4,4,5,15,Resigned,7,No,Compensation,Better Offer,
EMP0844,Male,27,Sales,Entry,Hyderabad,Postgraduate,03-02-2023,19-01-2023,Agency,653817,604212,3,Hybrid,Yes,Yes,6,3,3,7,40,Active,28,No,NA,NA,
EMP0845,Female,34,HR,Entry,Delhi,Graduate,22-05-2022,01-05-2022,Agency,726739,752116,4,Hybrid,Yes,No,35,5,1,8,6,Resigned,20,No,Work Culture,Team Conflict,
EMP0846,Male,38,Sales,Senior,Delhi,Graduate,20-02-2023,13-02-2023,Campus,583678,593482,7,Remote,No,No,39,3,5,10,6,Active,16,No,NA,NA,
EMP0847,Male,40,HR,Entry,Bangalore,Graduate,15-09-2022,29-08-2022,Campus,374709,393576,12,Onsite,No,No,40,5,5,4,29,Resigned,5,Yes,Personal,Relocation,
EMP0848,Male,39,HR,Senior,Pune,Graduate,07-01-2023,25-12-2022,Referral,351414,369107,4,Remote,No,Yes,37,3,3,4,39,Active,25,No,NA,NA,
EMP0849,Male,24,Operations,Mid,Mumbai,Postgraduate,23-10-2022,01-10-2022,Referral,464282,429409,13,Onsite,Yes,Yes,24,3,5,6,20,Active,17,No,NA,NA,
EMP0850,Female,24,Sales,Entry,Delhi,Graduate,04-03-2023,16-02-2023,Agency,839276,832555,4,Remote,Yes,Yes,33,5,3,2,9,Active,29,No,NA,NA,
EMP0851,Male,39,Finance,Mid,Delhi,Graduate,14-10-2022,29-09-2022,Campus,778076,746918,6,Remote,No,Yes,26,1,4,4,43,Resigned,7,No,Career Growth,No Growth Opportunity,
EMP0852,Female,40,Operations,Mid,Delhi,Graduate,26-12-2022,06-12-2022,Referral,769004,746681,5,Hybrid,No,Yes,32,4,4,0,14,Active,13,No,NA,NA,
EMP0853,Female,30,Finance,Mid,Bangalore,Graduate,29-01-2024,14-01-2024,Job Portal,635040,645762,5,Onsite,No,No,40,2,4,10,35,Resigned,14,No,Manager Issues,Lack of Feedback,
EMP0854,Female,35,IT,Mid,Bangalore,Postgraduate,22-04-2023,09-04-2023,Agency,491414,446955,8,Remote,Yes,No,36,5,5,1,32,Active,36,No,NA,NA,
EMP0855,Female,23,IT,Entry,Bangalore,Graduate,21-07-2023,15-07-2023,Campus,841796,826745,9,Hybrid,Yes,No,39,3,3,9,20,Resigned,20,No,Compensation,Low Increment,
EMP0856,Female,29,Operations,Senior,Hyderabad,Graduate,11-09-2022,17-08-2022,Job Portal,512842,552145,11,Onsite,No,No,14,3,2,2,38,Resigned,2,Yes,Manager Issues,Lack of Feedback,
EMP0857,Female,29,Operations,Entry,Pune,Graduate,19-11-2022,02-11-2022,Referral,630288,666593,1,Onsite,Yes,Yes,14,3,5,6,11,Resigned,4,Yes,Personal,Higher Studies,
EMP0858,Male,23,HR,Senior,Pune,Postgraduate,05-03-2022,21-02-2022,Job Portal,815438,821646,8,Hybrid,No,Yes,31,3,5,3,38,Active,22,No,NA,NA,
EMP0859,Male,30,HR,Mid,Delhi,Postgraduate,06-12-2023,17-11-2023,Job Portal,450207,474400,13,Hybrid,Yes,Yes,8,3,4,4,15,Active,36,No,NA,NA,
EMP0860,Male,27,Sales,Entry,Bangalore,Postgraduate,16-03-2023,25-02-2023,Agency,726501,687817,8,Hybrid,No,No,18,4,3,1,11,Resigned,3,Yes,Manager Issues,Poor Manager Behavior,
EMP0861,Male,39,HR,Entry,Pune,Postgraduate,28-04-2023,17-04-2023,Job Portal,887039,904274,10,Hybrid,No,Yes,28,1,4,1,32,Active,31,No,NA,NA,
EMP0862,Male,37,HR,Entry,Pune,Graduate,07-01-2022,01-01-2022,Referral,809566,827900,6,Remote,No,No,33,4,3,3,33,Active,14,No,NA,NA,
EMP0863,Female,39,IT,Entry,Mumbai,Postgraduate,22-09-2022,10-09-2022,Referral,397821,438695,2,Hybrid,Yes,Yes,31,5,5,4,31,Active,13,No,NA,NA,
EMP0864,Female,31,Sales,Entry,Pune,Graduate,06-02-2024,31-01-2024,Referral,379419,389575,3,Remote,No,Yes,23,3,2,10,16,Active,34,No,NA,NA,
EMP0865,Female,27,Finance,Entry,Bangalore,Graduate,24-11-2023,02-11-2023,Campus,718201,756133,7,Onsite,Yes,Yes,34,3,5,1,41,Active,30,No,NA,NA,
EMP0866,Female,24,IT,Senior,Pune,Graduate,13-09-2023,19-08-2023,Agency,557747,522752,15,Hybrid,Yes,No,10,3,3,0,17,Active,30,No,NA,NA,
